NL Subject,Subject Number,Country,Site,Date,Time,Date of Birth,Age (Years),Birth State,State,Occupation,Education,Number of Children,Fitness,Car Make,Car Model,Car Year,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Marital Status,Salary NL,Shoe Size NL,Jacket Size,Pants Size Waist,Pants Size Inseam,Blouse Size,Father Born,Mother Born,Work Posture,Work Hours,Cup Size,Bra Size NL,Size Underwear,Weight Gain
6825,16825,Netherlands,Soesterberg,22/7/2000,10:00,13/9/1977,23,Gelderland,Utrecht,Agriculture and Fishery,High School,0,6-10,Opel,Intermediate,1990,Male,Netherlands/Dutch,185.00,72.83,85.00,187.39,Single,20kGuilders-30kGuilders,45,No Response,34,34,,Netherlands,Netherlands,Predominantly Walking or Cycling,40,,,L,About the Same
6826,16826,Netherlands,Soesterberg,22/7/2000,11:00,19/11/1977,23,Utrecht,Utrecht,Agriculture and Fishery,High School,0,6-10,Toyota,Intermediate,1995,Male,Netherlands/Dutch,180.00,70.87,85.00,187.39,Single,Don't Know,43,No Response,32,34,,Netherlands,Netherlands,Carrying and Lifting,40,,,M,About the Same
6827,16827,Netherlands,Soesterberg,26/6/2000,10:30,18/4/1979,21,Netherlands Antilles,Utrecht,Other Speciality Occupation,University,0,0-1,No Response,No Response,,Female,Netherlands/Other,170.00,66.93,76.00,167.55,Single,Less than 20kGuilders,38,,31,32,40,Netherlands,Netherlands Antilles,No Response,No Response,D,75,M,Strong Decrease
6830,16830,Netherlands,Soesterberg,3/7/2000,12:45,26/11/1981,19,Groningen,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,180.00,70.87,65.00,143.30,Single,Less than 20kGuilders,43,No Response,32,34,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6831,16831,Netherlands,Soesterberg,29/6/2000,9:00,26/12/1980,20,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,More than 10,No Response,No Response,,Male,Netherlands/Dutch,194.00,76.38,80.60,177.69,Single,Less than 20kGuilders,46,No Response,34,34,,Netherlands,Netherlands,No Response,No Response,,,XL,Strong Decrease
6832,16832,Netherlands,Soesterberg,29/6/2000,15:00,10/2/1979,21,Utrecht,Limburg,Other Speciality Occupation,University,0,2-3,Ford,Intermediate,1986,Male,Netherlands/Dutch,179.00,70.47,67.00,147.71,Single,Less than 20kGuilders,41,46,33,34,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6833,16833,Netherlands,Soesterberg,13/7/2000,10:00,16/3/1980,20,Utrecht,Utrecht,Other Speciality Occupation,High School,0,4-6,Fiat,Compact,1988,Male,Netherlands/Dutch,190.00,74.80,90.00,198.42,Single,Less than 20kGuilders,45,No Response,34,36,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6834,16834,Netherlands,Soesterberg,30/6/2000,9:00,20/10/1977,23,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,2-3,Rover,Off-Road,1987,Male,Netherlands/Dutch,183.00,72.05,61.00,134.48,Single,Less than 20kGuilders,43,No Response,30,34,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6835,16835,Netherlands,Soesterberg,28/6/2000,15:45,24/10/1979,21,Noord Holland,Utrecht,Other Speciality Occupation,Bachelors,0,More than 10,Audi,Sports Car,1986,Male,Netherlands/Dutch,198.00,77.95,75.00,165.35,No Response,Don't Know,45,No Response,34,38,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6836,16836,Netherlands,Soesterberg,22/7/2000,15:15,22/5/1971,29,Friesland,Utrecht,Administrative Support,University,0,0-1,Volkswagen,Luxury,2000,Male,Netherlands/Dutch,186.00,73.23,86.00,189.60,Living Together,90kGuilders-120kGuilders,43,No Response,No Response,No Response,,Netherlands,Netherlands,Predominantly Sitting,45,,,No Response,About the Same
6837,16837,Netherlands,Soesterberg,27/6/2000,12:00,3/8/1981,19,Noord Holland,Utrecht,Service Occupation,High School,0,2-3,Fiat,Intermediate,1997,Male,Netherlands/Dutch,185.00,72.83,70.00,154.32,Single,Don't Know,44,No Response,34,34,,Netherlands,Netherlands,Predominantly Walking or Cycling,12,,,5,About the Same
6838,16838,Netherlands,Soesterberg,29/6/2000,14:45,11/2/1979,21,Utrecht,Groningen,Other Speciality Occupation,University,0,0-1,No Response,No Response,,Male,Netherlands/Dutch,181.00,71.26,89.00,196.21,Single,Less than 20kGuilders,42,No Response,34,32,,Netherlands,Netherlands,No Response,No Response,,,7,About the Same
6839,16839,Netherlands,Soesterberg,27/6/2000,14:45,1/6/1982,18,Utrecht,Utrecht,No Response,University,0,6-10,No Response,No Response,,Male,Netherlands/Dutch,188.00,74.02,77.00,169.76,Single,Less than 20kGuilders,45,No Response,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6840,16840,Netherlands,Soesterberg,4/7/2000,9:00,21/1/1981,19,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,180.00,70.87,62.50,137.79,Single,Less than 20kGuilders,43,No Response,29,35,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6842,16842,Netherlands,Soesterberg,22/7/2000,14:45,7/4/1973,27,Utrecht,Utrecht,Administrative Support,Middle Level Education for Profession,0,6-10,Opel,Intermediate,1996,Male,Netherlands/Dutch,182.00,71.65,80.00,176.37,Single,40kGuilders-60kGuilders,42,No Response,34,32,,Netherlands,Netherlands,Predominantly Sitting,40,,,L,About the Same
6847,16847,Netherlands,Soesterberg,26/8/2000,16:00,2/1/1963,38,Germany,Zuid Holland,Homemaker,Middle Level Education for Profession,1,4-6,No Response,No Response,,Female,Netherlands/Other,162.00,63.78,55.00,121.25,Married,40kGuilders-60kGuilders,36,,No Response,No Response,38,Germany,Germany,No Response,No Response,C,75,M,About the Same
6848,16848,Netherlands,Soesterberg,5/7/2000,16:15,30/1/1974,26,Zuid Holland,Zuid Holland,Health and Wellbeing,Bachelors,0,4-6,Renault,Intermediate,1998,Female,Netherlands/Dutch,184.00,72.44,118.00,260.15,Living Together,90kGuilders-120kGuilders,39,,No Response,36,48,Netherlands,Netherlands,Predominantly Sitting,16,B,80,L,Strong Increase
6850,16850,Netherlands,Soesterberg,5/7/2000,15:15,15/4/1973,27,Zuid Holland,Zuid Holland,Administrative Support,Bachelors,0,4-6,Volkswagen,Luxury,1997,Male,Netherlands/Dutch,183.00,72.05,78.00,171.96,Living Together,90kGuilders-120kGuilders,41,51,33,36,,Netherlands,Netherlands,Predominantly Sitting,70,,,M,About the Same
6853,16853,Netherlands,Soesterberg,29/7/2000,10:00,28/2/1973,27,Noord Brabant,Noord Brabant,Administrative Support,Bachelors,0,0-1,Peugeot,Intermediate,1999,Male,Netherlands/Dutch,183.00,72.05,78.00,171.96,Single,40kGuilders-60kGuilders,43,No Response,34,34,,Netherlands,Netherlands,Predominantly Sitting,40,,,4,About the Same
6860,16860,Netherlands,Soesterberg,22/7/2000,9:00,28/3/1979,21,Utrecht,Utrecht,Other Speciality Occupation,University,0,6-10,Ford,Station Wagon,1995,Male,Netherlands/Other,185.00,72.83,87.00,191.80,Single,Less than 20kGuilders,45.5,50,34,34,,South Africa,Netherlands,No Response,No Response,,,XL,About the Same
6862,16862,Netherlands,Soesterberg,26/8/2000,14:00,14/4/1972,28,Gelderland,Gelderland,Transport Storage and Communication,High School,2,2-3,Opel,Intermediate,1990,Male,Netherlands/Dutch,186.00,73.23,130.00,286.60,Married,40kGuilders-60kGuilders,45,60,40,34,,Netherlands,Netherlands,Predominantly Sitting,80,,,7,About the Same
6868,16868,Netherlands,Soesterberg,3/8/2000,13:00,26/2/1974,26,Suriname,Zuid Holland,Education,High School,1,4-6,Toyota,Compact,1986,Female,Netherlands/Other,159.00,62.60,49.00,108.03,Divorced,40kGuilders-60kGuilders,36,,28,28,34,Suriname,Germany,Predominantly Sitting,32,A,70,S,About the Same
6870,16870,Netherlands,Soesterberg,26/8/2000,15:00,12/6/1972,28,Gelderland,Gelderland,Homemaker,High School,2,4-6,No Response,No Response,,Female,Netherlands/Dutch,159.00,62.60,70.00,154.32,Married,40kGuilders-60kGuilders,37,,30,No Response,42,Netherlands,Netherlands,No Response,No Response,D,75,M,About the Same
6879,16879,Netherlands,Soesterberg,6/7/2000,11:00,14/10/1972,28,Overijssel,Utrecht,Health and Wellbeing,Middle Level Education for Profession,0,4-6,No Response,No Response,,Female,Netherlands/Other,154.00,60.63,52.00,114.64,Single,30kGuilders-40kGuilders,34,,No Response,No Response,38,Germany,Netherlands,Predominantly Walking or Cycling,40,D,75,38,Strong Decrease
6880,16880,Netherlands,Soesterberg,3/7/2000,15:15,13/6/1981,19,France,Utrecht,Other Speciality Occupation,High School,0,4-6,No Response,No Response,,Male,Netherlands/Other,183.00,72.05,84.00,185.19,No Response,Don't Know,44,No Response,34,32,,France,Netherlands,No Response,No Response,,,L,Strong Increase
6881,16881,Netherlands,Soesterberg,4/7/2000,10:00,29/3/1982,18,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,No Response,4-6,No Response,No Response,,Male,Netherlands/Dutch,186.00,73.23,67.00,147.71,No Response,No Response,41,No Response,32,No Response,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6883,16883,Netherlands,Soesterberg,30/6/2000,14:48,28/11/1977,23,Utrecht,Utrecht,Other Speciality Occupation,High School,0,0-1,Renault,Compact,1996,Male,Netherlands/Other,186.00,73.23,70.00,154.32,Single,20kGuilders-30kGuilders,44,No Response,34,No Response,,France,Netherlands,Predominantly Sitting,20,,,M,Strong Increase
6884,16884,Netherlands,Soesterberg,6/7/2000,10:00,28/7/1977,23,Utrecht,Utrecht,Hotels and Restaurants,Middle Level Education for Profession,0,6-10,Renault,Intermediate,1990,Male,Netherlands/Dutch,177.00,69.69,58.00,127.87,Single,40kGuilders-60kGuilders,41,48,32,30,,Netherlands,Netherlands,Predominantly Walking or Cycling,40,,,S,About the Same
6889,16889,Netherlands,Soesterberg,17/7/2000,11:00,12/4/1982,18,Noord Holland,Utrecht,Hotels and Restaurants,Bachelors,0,More than 10,No Response,No Response,,Male,Netherlands/Dutch,190.00,74.80,73.00,160.94,Single,Less than 20kGuilders,44,No Response,32,36,,Netherlands,Netherlands,Predominantly Standing,15,,,No Response,About the Same
6890,16890,Netherlands,Soesterberg,4/7/2000,13:00,10/2/1977,23,Utrecht,Noord Holland,Other Speciality Occupation,University,0,6-10,Renault,Intermediate,,Female,Netherlands/Other,168.00,66.14,59.00,130.07,Single,Less than 20kGuilders,39,,30,32,38,Suriname,Netherlands,No Response,No Response,B,80,M,About the Same
6892,16892,Netherlands,Soesterberg,13/7/2000,15:00,13/8/1980,20,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,2-3,Nissan,Station Wagon,1994,Male,Netherlands/Dutch,185.00,72.83,79.00,174.17,No Response,Less than 20kGuilders,43,No Response,32,34,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
6893,16893,Netherlands,Soesterberg,13/7/2000,16:00,12/11/1979,21,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,2-3,Opel,Compact,1998,Male,Netherlands/Dutch,187.00,73.62,75.00,165.35,Single,Less than 20kGuilders,43,No Response,31,34,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6894,16894,Netherlands,Soesterberg,3/7/2000,9:00,10/3/1982,18,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,175.00,68.90,55.00,121.25,Single,Less than 20kGuilders,42,No Response,30,32,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6895,16895,Netherlands,Soesterberg,17/7/2000,15:00,27/4/1982,18,France,Utrecht,Other Speciality Occupation,High School,0,0-1,Renault,Station Wagon,1987,Male,Netherlands/Dutch,180.00,70.87,70.00,154.32,Single,Less than 20kGuilders,42,42,32,34,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
6899,16899,Netherlands,Soesterberg,29/7/2000,9:00,12/3/1981,19,Zuid Holland,Noord Brabant,Unemployed,Middle Level Education for Profession,0,2-3,No Response,No Response,,Female,Netherlands/Other,164.00,64.57,60.00,132.28,No Response,Don't Know,38,,No Response,No Response,38,Suriname,Suriname,No Response,No Response,C,80,M,About the Same
6907,16907,Netherlands,Soesterberg,6/7/2000,13:30,8/1/1969,32,Suriname,Noord Holland,Administrative Support,Middle Level Education for Profession,1,0-1,Volkswagen,Intermediate,1993,Male,Netherlands/Other,176.00,69.29,81.00,178.57,Living Together,60kGuilders-90kGuilders,43,No Response,32,33,,Suriname,Suriname,Predominantly Sitting,40,,,M,About the Same
6908,16908,Netherlands,Soesterberg,3/7/2000,16:30,10/7/1980,20,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,More than 10,BMW,Intermediate,1996,Male,Netherlands/Dutch,185.00,72.83,70.00,154.32,Single,Don't Know,44,No Response,30,32,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
6910,16910,Netherlands,Soesterberg,4/7/2000,14:00,17/4/1981,19,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,4-6,Alfa Romeo,Intermediate,,Male,Netherlands/Dutch,180.00,70.87,76.00,167.55,No Response,No Response,43,No Response,34,No Response,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
6911,16911,Netherlands,Soesterberg,17/7/2000,16:00,20/4/1976,24,Utrecht,Zuid Holland,Financial Institutions,Lower Level Education for Profession,0,2-3,No Response,No Response,,Male,Netherlands/Dutch,180.00,70.87,66.00,145.51,Engaged,20kGuilders-30kGuilders,43,No Response,34,No Response,,Netherlands,Netherlands,Predominantly Sitting,27,,,5,About the Same
6919,16919,Netherlands,Soesterberg,8/8/2000,14:00,3/8/1980,20,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,6-10,No Response,No Response,,Male,Netherlands/Dutch,187.00,73.62,77.00,169.76,Single,Less than 20kGuilders,43,No Response,33,34,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
6927,16927,Netherlands,Soesterberg,12/8/2000,13:00,16/6/1981,19,Noord Holland,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,4-6,Nissan,Intermediate,1995,Male,Netherlands/Dutch,185.00,72.83,68.00,149.91,Single,Less than 20kGuilders,43,48,31,34,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
6929,16929,Netherlands,Soesterberg,17/7/2000,13:00,17/10/1980,20,Utrecht,Utrecht,Other Speciality Occupation,High School,0,4-6,Renault,Station Wagon,1987,Male,Netherlands/Dutch,186.00,73.23,66.00,145.51,Single,Don't Know,42.5,No Response,32,34,,Netherlands,Netherlands,No Response,No Response,,,M,About the Same
6932,16932,Netherlands,Soesterberg,14/8/2000,11:00,14/6/1970,30,Iraq,Noord Holland,Other Speciality Occupation,Middle Level Education for Profession,0,0-1,Mitsubishi,Compact,1988,Male,Netherlands/Other,165.00,64.96,74.00,163.14,Married,No Response,42,No Response,34,30,,Iraq,Iraq,Predominantly Sitting,32,,,L,About the Same
6950,16950,Netherlands,Soesterberg,14/7/2000,13:00,22/11/1971,29,France,Zuid Holland,Financial Institutions,High School,2,4-6,Honda,Other,2000,Female,Netherlands/Other,176.00,69.29,63.00,138.89,Living Together,60kGuilders-90kGuilders,39,,No Response,No Response,38,Morocco,France,Predominantly Sitting,30,C,75,M,About the Same
6962,16962,Netherlands,Soesterberg,14/7/2000,10:00,24/7/1981,19,Utrecht,Utrecht,Other Speciality Occupation,Middle Level Education for Profession,0,More than 10,No Response,No Response,,Male,Netherlands/Other,185.00,72.83,65.00,143.30,No Response,Don't Know,44,No Response,30,36,,Netherlands Antilles,Netherlands,No Response,No Response,,,No Response,About the Same
6972,16972,Netherlands,Soesterberg,15/8/2000,13:00,10/12/1980,20,Zuid Holland,Zuid Holland,Other Speciality Occupation,High School,0,2-3,No Response,No Response,,Female,Netherlands/Other,162.00,63.78,49.00,108.03,No Response,Don't Know,39,,No Response,No Response,36,Netherlands,Denmark,No Response,No Response,B,75,36,About the Same
6987,16987,Netherlands,Soesterberg,12/8/2000,10:00,31/7/1973,27,Suriname,Zuid Holland,Other Speciality Occupation,High School,0,0-1,No Response,No Response,,Female,Netherlands/Other,157.00,61.81,75.00,165.35,Single,Less than 20kGuilders,38,,No Response,No Response,44,Suriname,Suriname,Predominantly Walking or Cycling,32,C,80,M,About the Same
6988,16988,Netherlands,Soesterberg,3/8/2000,10:00,12/3/1950,50,Noord Holland,Flevoland,Unemployed,University,0,4-6,Renault,Minivan,1999,Male,Netherlands/Dutch,175.00,68.90,75.00,165.35,Married,40kGuilders-60kGuilders,43,No Response,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,5,About the Same
6989,16989,Netherlands,Soesterberg,12/8/2000,10:00,11/5/1966,34,Suriname,Zuid Holland,Trade,Middle Level Education for Profession,0,0-1,No Response,No Response,,Female,Netherlands/Other,170.00,66.93,100.00,220.46,Single,Less than 20kGuilders,40,,No Response,No Response,50,Suriname,Suriname,Predominantly Sitting,38,E,95,L,About the Same
6990,16990,Netherlands,Soesterberg,4/8/2000,13:00,6/4/1982,18,Utrecht,Gelderland,Other Speciality Occupation,High School,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,196.00,77.17,73.00,160.94,No Response,Don't Know,46,No Response,No Response,No Response,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6992,16992,Netherlands,Soesterberg,26/8/2000,11:00,1/3/1982,19,Utrecht,Utrecht,No Response,Middle Level Education for Profession,0,2-3,No Response,No Response,,Male,Netherlands/Other,180.00,70.87,65.00,143.30,Single,No Response,44,No Response,30,32,,Netherlands,India,No Response,No Response,,,M,About the Same
6993,16993,Netherlands,Soesterberg,12/8/2000,9:00,17/12/1976,24,Noord Holland,Utrecht,Other Speciality Occupation,Bachelors,0,4-6,Iveco,Minivan,1998,Male,Netherlands/Dutch,183.00,72.05,75.00,165.35,Single,Less than 20kGuilders,42,No Response,33,34,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
6994,16994,Netherlands,Soesterberg,26/8/2000,13:00,27/4/1977,23,Utrecht,Noord Holland,Trade,Middle Level Education for Profession,0,4-6,No Response,No Response,,Male,Netherlands/Dutch,188.00,74.02,79.00,174.17,Living Together,60kGuilders-90kGuilders,43,No Response,32,36,,Netherlands,Netherlands,Predominantly Sitting,40,,,S,About the Same
6997,16997,Netherlands,Soesterberg,4/8/2000,14:00,29/9/1975,25,Sweden,Gelderland,Culture and Recreation,University,0,2-3,Honda,Intermediate,1991,Female,Netherlands/Other,183.00,72.05,73.00,160.94,Single,Don't Know,42,,32,36,42,Sweden,Sweden,Predominantly Standing,45,B,80,L,About the Same
7011,17011,Netherlands,Soesterberg,4/8/2000,15:00,25/1/1981,20,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,6-10,Volkswagen,Compact,1996,Male,Netherlands/Dutch,180.00,70.87,64.00,141.10,Single,Less than 20kGuilders,41,No Response,30,32,,Netherlands,Netherlands,No Response,No Response,,,No Response,About the Same
7016,17016,Netherlands,Soesterberg,17/7/2000,9:00,31/10/1977,23,Utrecht,Utrecht,Other Speciality Occupation,Bachelors,0,2-3,Opel,Station Wagon,,Male,Netherlands/Dutch,177.00,69.69,60.00,132.28,Single,Less than 20kGuilders,43,48,30,32,,Netherlands,Netherlands,No Response,No Response,,,L,About the Same
7017,17017,Netherlands,Soesterberg,4/8/2000,11:00,21/3/1979,21,India,Utrecht,Other Speciality Occupation,Bachelors,0,2-3,No Response,No Response,,Female,Netherlands/Other,179.50,70.67,82.00,180.78,Single,Less than 20kGuilders,40,,32,32,40,Netherlands,Germany,No Response,No Response,C,80,L,About the Same
7023,17023,Netherlands,Soesterberg,4/8/2000,9:00,28/8/1980,20,Zuid Holland,Zuid Holland,Trade,Bachelors,0,0-1,No Response,No Response,,Female,Netherlands/Other,165.00,64.96,65.00,143.30,Single,Don't Know,39,,32,32,36,Netherlands Antilles,Suriname,Predominantly Standing,24,C,70,M,Strong Increase
7025,17025,Netherlands,Soesterberg,4/8/2000,10:00,17/2/1947,54,Suriname,Zuid Holland,Education,Middle Level Education for Profession,2,2-3,Nissan,Intermediate,1990,Female,Netherlands/Other,165.00,64.96,82.00,180.78,Divorced,Don't Know,42,,28,No Response,42,Suriname,Suriname,Predominantly Sitting,20,C,90,M,About the Same
